|source_label|target_dist|        x|        y|      flux|           dx|           dy|     dflux|        qf|     rchi2|   fracflux|   fluxlbs|  dfluxlbs|     fwhm|  spread_model|dspread_model|   fluxiso|          xiso|          yiso|        sky|       ra|       dec|coadd_id|band|          unwise_detid|  nm|primary|flags_unwise|flags_info|epoch|forward|   mjdmin|   mjdmax|  mjdmean|       mag|         dmag|flags_unwise_bits|                      flags_unwise_descr|flags_info_bits|flags_info_descr|
|        char|      float|    float|    float|     float|        float|        float|     float|     float|     float|      float|     float|     float|    float|         float|        float|     float|         float|         float|      float|    float|     float|    char|long|                  char|long|   long|        long|      long| long|   long|    float|    float|    float|     float|        float|             char|                                    char|           char|            char|
|            |     arcsec|      pix|      pix|      nMgy|          pix|          pix|      nMgy|          |          |           |      nMgy|      nMgy|      pix|              |             |          |              |              |       nMgy|      deg|       deg|        |    |                      |    |       |            |          |     |       |        d|        d|        d|       mag|          mag|                 |                                        |               |                |
|        null|       null|     null|     null|      null|         null|         null|      null|      null|      null|       null|      null|      null|     null|          null|         null|      null|          null|          null|       null|     null|      null|    null|null|                  null|null|   null|        null|      null| null|   null|     null|     null|     null|      null|         null|             null|                                    null|           null|            null|
          1.1   0.5584088 1587.2216  366.5122  357.49744    0.14301138    0.13830811  29.626268  1.0000001 0.69696987  0.41113496   348.2277  30.219944 2.4778068    0.005683601   0.003041219  357.50552    0.021126814   0.0026115463   18.401337 212.75067 -16.227636 2122m167    1 2122m167w1o0041998e000    7       1           33          0     0       1 55220.754 55223.203  55221.98  16.116817    0.09018321               0,5 bright star core and wings,circular halo                                  
          1.2    9.909747  1590.173 364.82022  303.51868    0.16919962    0.16176914  30.293547        1.0  1.7989274   0.3571137   307.9005  30.894863 2.4723425   0.0069508553   0.003755773  303.50552    0.002650911   -0.010315009    18.45596   212.752  -16.22538 2122m167    1 2122m167w1o0042001e000    6       1           33          0     0       1 55220.754 55223.203  55221.98  16.294537      0.108727               0,5 bright star core and wings,circular halo                                  
          1.3   10.268201 1587.9319  363.0008  435.43192    0.11715845    0.11275883   29.55741 0.99999994  1.4836365   0.4648145  437.78854  30.138775  2.469581    0.007488489  0.0025741798  435.43652    0.005011813   -0.009982277   18.721607 212.75346 -16.227087 2122m167    1 2122m167w1o0039816e000    7       1           33          0     0       1 55220.754 55223.203  55221.98  15.902699      0.073814               0,5 bright star core and wings,circular halo                                  
          1.4   19.285784 1594.0372 367.31537  177.48918    0.28646627    0.27870286  29.491955        1.0 0.73129797  0.29568738  174.34851  30.072527 2.4741468   0.0048221946   0.006134285  177.47844    0.014781586   0.0072621186   18.128206 212.75002 -16.222433 2122m167    1 2122m167w1o0039835e000    7       1           33          0     0       1 55220.754 55223.203  55221.98   16.87707    0.18209651               0,5 bright star core and wings,circular halo                                  
          1.5   21.104237 1581.4989 371.92432  150.69977    0.34117797    0.33034223  29.692085  0.9999999  1.2728137  0.20595013   152.2671   30.25025  2.473815  -0.0037328005    0.00724322  151.41637      0.7047427    -0.63426936   18.444027 212.74637 -16.232018 2122m167    1 2122m167w1o0034072e000    7       1           33          0     0       1 55220.754 55223.203  55221.98  17.054718    0.21675494               0,5 bright star core and wings,circular halo                                  
          1.6   23.565079 1593.2655  360.7232   52.62098     0.9826683     0.9286117  30.137772  0.9999999  1.0445739   0.0890075   74.90771  30.743229 2.4754682  -0.0064758062   0.021383667   53.26658    -0.38655412       1.218537   18.646408 212.75526  -16.22301 2122m167    1 2122m167w1o0034105e000    6       1           33          0     0       1 55220.754 55223.203  55221.98  18.197104    0.70744455               0,5 bright star core and wings,circular halo                                  
          1.7   28.739412 1585.4927 376.96533  132.09006    0.38485047    0.36151704  29.288204  0.9999999  0.5438329  0.18825416   119.6128  29.856453 2.4735289  -0.0070638657   0.008388001  131.84029     0.27036452     0.07697183   18.365685 212.74236 -16.228977 2122m167    1 2122m167w1o0039806e000    7       1           33          0     0       1 55220.754 55223.203  55221.98  17.197824    0.24480514               0,5 bright star core and wings,circular halo                                  
          1.8   31.619038 1576.9623 372.13824  159.69284    0.32713777    0.32279977  30.044735        1.0 0.28122914  0.19350943  162.89696  30.588432  2.470626   0.0003914237   0.006882225   159.7662   0.0051931203   -0.015154937   18.599188 212.74622 -16.235483 2122m167    1 2122m167w1o0039773e000    7       1           33          0     0       1 55220.754 55223.203  55221.98  16.991787    0.20673399               0,5 bright star core and wings,circular halo                                  
          1.9   35.349567 1581.6296 378.28537  218.55116    0.23458748    0.22221862   30.16237        1.0  0.5936027  0.25592333  211.55495  30.734217 2.4768596    0.006580353   0.005322579  218.85892    -0.05058534    0.004968212   18.249323 212.74132 -16.231932 2122m167    1 2122m167w1o0034073e000    7       1           33          0     0       1 55220.754 55223.203  55221.98  16.651117    0.15080543               0,5 bright star core and wings,circular halo                                  
         1.10   39.327526 1597.6829  376.2039  193.99872    0.24936786    0.24010187  28.266306        1.0  1.3349311  0.30998346  187.32092   28.83788 2.4745796    0.017121017   0.005990082  194.02356   -0.011149208   0.0059026643   18.657082 212.74294 -16.219666 2122m167    1 2122m167w1o0039854e000    8       1           33          0     0       1 55220.754 55223.203  55221.98  16.780502    0.15932962               0,5 bright star core and wings,circular halo                                  
